categoryid,parentid,level,name,avg_age,preferred_platform,engagement_score,full_path
640,55,Sub-Category,1016,28,edX,46.83658161666244,NA > NA > NA
835,55,Sub-Category,1016,28,edX,77.81933043152094,NA > NA > NA
896,55,Sub-Category,1016,18,Coursera,35.173400840722024,NA > NA > NA
1141,55,Sub-Category,1016,34,edX,51.28570718225092,NA > NA > NA
1521,55,Sub-Category,1016,34,edX,98.03579268045723,NA > NA > NA
323,61,Sub-Category,1016,21,edX,66.3002336397767,NA > NA > NA
897,61,Sub-Category,1016,40,edX,39.832091983407736,NA > NA > NA
1003,61,Sub-Category,1016,24,Coursera,74.66689799912274,NA > NA > NA
1058,61,Sub-Category,1016,36,UpGrad,76.25990058295429,NA > NA > NA
1136,61,Sub-Category,1016,29,Coursera,39.12123504560441,NA > NA > NA
1191,61,Sub-Category,1016,30,Coursera,70.00914865639061,NA > NA > NA
1430,61,Sub-Category,1016,23,UpGrad,67.93410782702267,NA > NA > NA
1688,61,Sub-Category,1016,34,edX,73.0911374790594,NA > NA > NA
76,71,Sub-Category,1016,33,edX,37.867447710596025,NA > NA > NA
87,71,Sub-Category,1016,40,Coursera,36.64319997187704,NA > NA > NA
259,71,Sub-Category,1016,37,Coursera,32.82935230527073,NA > NA > NA
454,71,Sub-Category,1016,29,Coursera,93.27193552162498,NA > NA > NA
590,71,Sub-Category,1016,33,Coursera,23.017403576523066,NA > NA > NA
1159,71,Sub-Category,1016,20,UpGrad,81.88953599892557,NA > NA > NA
1453,71,Sub-Category,1016,26,edX,82.21387807279825,NA > NA > NA
1517,71,Sub-Category,1016,34,Coursera,39.136806852184236,NA > NA > NA
1689,71,Sub-Category,1016,36,Coursera,49.623518506996334,NA > NA > NA
299,73,Sub-Category,1016,32,UpGrad,78.77143616788089,NA > NA > NA > NA
444,73,Sub-Category,1016,40,UpGrad,33.622264303267,NA > NA > NA > NA
527,73,Sub-Category,1016,22,UpGrad,62.03104113228619,NA > NA > NA > NA
319,92,Sub-Category,1016,22,UpGrad,63.56711864937097,NA > NA > NA
327,92,Sub-Category,1016,18,edX,14.222017559222877,NA > NA > NA
356,92,Sub-Category,1016,35,Coursera,76.27789813559502,NA > NA > NA
437,92,Sub-Category,1016,33,UpGrad,41.39427151530981,NA > NA > NA
558,92,Sub-Category,1016,29,edX,54.239706601947546,NA > NA > NA
637,92,Sub-Category,1016,35,edX,46.356147062033415,NA > NA > NA
812,92,Sub-Category,1016,37,UpGrad,17.498717759735882,NA > NA > NA
1000,92,Sub-Category,1016,22,edX,40.93061832245439,NA > NA > NA
1096,92,Sub-Category,1016,40,edX,93.31316933967173,NA > NA > NA
1169,92,Sub-Category,1016,37,UpGrad,36.41097897198051,NA > NA > NA
1234,92,Sub-Category,1016,40,Coursera,61.10650266055018,NA > NA > NA
1348,92,Sub-Category,1016,36,edX,42.86250276491046,NA > NA > NA
1610,92,Sub-Category,1016,36,Coursera,66.5235296357423,NA > NA > NA
700,95,Sub-Category,1016,25,Coursera,36.17562728468329,NA > NA > NA > NA
847,101,Sub-Category,1016,18,UpGrad,26.2810597429052,NA > NA > NA > NA
1155,101,Sub-Category,1016,18,Coursera,82.28623520117253,NA > NA > NA > NA
1241,101,Sub-Category,1016,37,UpGrad,21.015486819669604,NA > NA > NA > NA
1340,101,Sub-Category,1016,21,Coursera,24.182685930281878,NA > NA > NA > NA
124,104,Sub-Category,1016,25,Coursera,94.93562013376504,NA > NA > NA > NA
555,104,Sub-Category,1016,34,Coursera,91.28652319777757,NA > NA > NA > NA
1138,104,Sub-Category,1016,23,UpGrad,73.82949411403388,NA > NA > NA > NA
478,105,Sub-Category,1016,39,Coursera,5.795275676064193,NA > NA > NA
618,105,Sub-Category,1016,29,UpGrad,81.64038655813783,NA > NA > NA
744,105,Sub-Category,1016,39,edX,41.5480732684955,NA > NA > NA
1222,105,Sub-Category,1016,38,edX,29.968477319926023,NA > NA > NA
1421,105,Sub-Category,1016,18,UpGrad,46.820701635442674,NA > NA > NA
226,107,Sub-Category,1016,27,edX,52.279671165160835,NA > NA > NA
1174,107,Sub-Category,1016,31,UpGrad,6.655620248056948,NA > NA > NA
1412,107,Sub-Category,1016,32,Coursera,21.718687564134598,NA > NA > NA
1492,107,Sub-Category,1016,35,UpGrad,83.16317480057478,NA > NA > NA
44,110,Sub-Category,1016,25,edX,55.942629650235176,NA > NA > NA
400,110,Sub-Category,1016,34,UpGrad,46.7698561726138,NA > NA > NA
489,110,Sub-Category,1016,25,edX,81.07664661947638,NA > NA > NA
509,110,Sub-Category,1016,25,edX,1.0643109679222107,NA > NA > NA
905,110,Sub-Category,1016,19,UpGrad,41.145257418975234,NA > NA > NA
282,113,Sub-Category,1016,25,UpGrad,41.14098772406578,NA > NA > NA
429,113,Sub-Category,1016,26,UpGrad,25.01309998333454,NA > NA > NA
1114,113,Sub-Category,1016,24,edX,12.932699569500983,NA > NA > NA
1125,113,Sub-Category,1016,34,Coursera,15.626316936686635,NA > NA > NA
1145,113,Sub-Category,1016,30,Coursera,49.9724741326645,NA > NA > NA
133,114,Sub-Category,1016,25,UpGrad,14.270417974330485,NA > NA > NA > NA
577,114,Sub-Category,1016,25,UpGrad,70.83643341902643,NA > NA > NA > NA
680,114,Sub-Category,1016,24,edX,81.37484705075622,NA > NA > NA > NA
904,114,Sub-Category,1016,24,Coursera,29.594731773249805,NA > NA > NA > NA
1097,114,Sub-Category,1016,39,edX,77.29146364144981,NA > NA > NA > NA
1646,114,Sub-Category,1016,20,Coursera,13.792287022806704,NA > NA > NA > NA
218,116,Sub-Category,1016,40,Coursera,41.01148925255984,NA > NA > NA > NA
1337,116,Sub-Category,1016,39,Coursera,75.82003602292389,NA > NA > NA > NA
563,121,Sub-Category,1016,21,Coursera,65.52167281042784,NA > NA > NA > NA
1219,121,Sub-Category,1016,18,UpGrad,20.53995111491531,NA > NA > NA > NA
1228,121,Sub-Category,1016,40,UpGrad,42.93295373208821,NA > NA > NA > NA
1349,121,Sub-Category,1016,30,Coursera,65.70653154049069,NA > NA > NA > NA
1390,121,Sub-Category,1016,33,Coursera,70.13162758667022,NA > NA > NA > NA
1411,121,Sub-Category,1016,39,UpGrad,46.28853101748973,NA > NA > NA > NA
1563,121,Sub-Category,1016,22,Coursera,28.134530689567327,NA > NA > NA > NA
1642,121,Sub-Category,1016,28,UpGrad,85.57039622683078,NA > NA > NA > NA
367,125,Sub-Category,1016,38,UpGrad,62.21886659041047,NA > NA > NA > NA > NA
942,125,Sub-Category,1016,20,edX,35.8187920646742,NA > NA > NA > NA > NA
1119,125,Sub-Category,1016,26,edX,95.44498878531158,NA > NA > NA > NA > NA
1220,125,Sub-Category,1016,23,UpGrad,31.462028995156288,NA > NA > NA > NA > NA
1273,125,Sub-Category,1016,37,Coursera,29.106940678320825,NA > NA > NA > NA > NA
484,127,Sub-Category,1016,36,edX,26.664258632808924,NA > NA > NA > NA
652,127,Sub-Category,1016,24,edX,43.63299650140107,NA > NA > NA > NA
661,127,Sub-Category,1016,28,edX,67.93537652119994,NA > NA > NA > NA
884,127,Sub-Category,1016,35,edX,65.4105891706422,NA > NA > NA > NA
1047,127,Sub-Category,1016,37,UpGrad,56.87041860073805,NA > NA > NA > NA
1253,127,Sub-Category,1016,24,Coursera,41.641521477140486,NA > NA > NA > NA
1300,127,Sub-Category,1016,23,UpGrad,9.38696360681206,NA > NA > NA > NA
1333,127,Sub-Category,1016,27,UpGrad,72.13470845017582,NA > NA > NA > NA
1456,127,Sub-Category,1016,31,UpGrad,85.09162033442408,NA > NA > NA > NA
185,131,Sub-Category,1016,24,UpGrad,93.00501046236604,NA > NA > NA > NA
223,131,Sub-Category,1016,22,Coursera,96.62860606331378,NA > NA > NA > NA
315,131,Sub-Category,1016,33,Coursera,88.26210834085941,NA > NA > NA > NA
370,131,Sub-Category,1016,35,Coursera,26.04114473797381,NA > NA > NA > NA
374,131,Sub-Category,1016,31,UpGrad,31.31203211378306,NA > NA > NA > NA
539,131,Sub-Category,1016,25,UpGrad,92.08788045216352,NA > NA > NA > NA
617,131,Sub-Category,1016,23,Coursera,65.88883737567812,NA > NA > NA > NA
983,131,Sub-Category,1016,19,edX,4.73722517490387,NA > NA > NA > NA
1015,131,Sub-Category,1016,28,UpGrad,80.91550783719867,NA > NA > NA > NA
1094,131,Sub-Category,1016,25,Coursera,72.86277404055,NA > NA > NA > NA
1435,131,Sub-Category,1016,34,UpGrad,99.52109300065786,NA > NA > NA > NA
467,132,Sub-Category,1016,36,UpGrad,75.57681705802679,NA > NA > NA
961,132,Sub-Category,1016,36,UpGrad,74.23977230209857,NA > NA > NA
993,132,Sub-Category,1016,21,edX,74.56756664905697,NA > NA > NA
268,138,Sub-Category,1016,27,Coursera,93.76241960562766,NA > NA > NA > NA > NA
1575,138,Sub-Category,1016,29,edX,10.260708443820477,NA > NA > NA > NA > NA
1352,139,Sub-Category,1016,28,Coursera,76.60878913011402,NA > NA > NA > NA > NA > NA
1363,139,Sub-Category,1016,19,UpGrad,68.3332399930805,NA > NA > NA > NA > NA > NA
61,140,Sub-Category,1016,36,UpGrad,49.89985269494355,NA > NA
164,140,Sub-Category,1016,24,edX,41.42568896058947,NA > NA
384,140,Sub-Category,1016,25,Coursera,76.58385513350368,NA > NA
409,140,Sub-Category,1016,20,Coursera,34.79266806971282,NA > NA
540,140,Sub-Category,1016,35,Coursera,76.77426494192332,NA > NA
920,140,Sub-Category,1016,33,UpGrad,1.7896100878715515,NA > NA
1311,140,Sub-Category,1016,31,Coursera,89.48871965985745,NA > NA
1486,140,Sub-Category,1016,35,Coursera,8.902778662741184,NA > NA
1519,140,Sub-Category,1016,34,Coursera,37.352920905686915,NA > NA
263,143,Sub-Category,1016,36,UpGrad,78.78323991317302,NA > NA > NA
270,143,Sub-Category,1016,25,edX,1.8824903527274728,NA > NA > NA
366,143,Sub-Category,1016,32,edX,68.061648472212255,NA > NA > NA
402,143,Sub-Category,1016,28,Coursera,45.34495719708502,NA > NA > NA
464,143,Sub-Category,1016,36,edX,84.27892818581313,NA > NA > NA
545,143,Sub-Category,1016,36,edX,10.050812782719731,NA > NA > NA
921,143,Sub-Category,1016,27,UpGrad,53.67340040393174,NA > NA > NA
936,143,Sub-Category,1016,29,edX,91.72656203154474,NA > NA > NA
1634,143,Sub-Category,1016,19,edX,65.10862070135772,NA > NA > NA
130,145,Sub-Category,1016,26,edX,45.26739763095975,NA > NA > NA
619,145,Sub-Category,1016,39,UpGrad,10.05531339906156,NA > NA > NA
1448,145,Sub-Category,1016,19,Coursera,30.104208807460964,NA > NA > NA
413,149,Sub-Category,1016,34,Coursera,23.450928111560643,NA > NA > NA > NA
497,149,Sub-Category,1016,36,edX,99.10178715363145,NA > NA > NA > NA
628,149,Sub-Category,1016,31,UpGrad,73.92278949264437,NA > NA > NA > NA
1543,157,Sub-Category,1016,34,edX,43.63456659484655,NA > NA > NA > NA
104,164,Sub-Category,1016,35,edX,59.68405734747648,NA > NA > NA
249,164,Sub-Category,1016,31,Coursera,38.06722122244537,NA > NA > NA
314,164,Sub-Category,1016,21,UpGrad,87.97992344480008,NA > NA > NA
396,164,Sub-Category,1016,37,UpGrad,90.30160154215991,NA > NA > NA
1272,164,Sub-Category,1016,22,UpGrad,22.617113613523543,NA > NA > NA
1290,164,Sub-Category,1016,25,UpGrad,25.600606901571155,NA > NA > NA
1467,164,Sub-Category,1016,24,edX,64.45985494647175,NA > NA > NA
809,169,Sub-Category,1016,29,UpGrad,52.025449625216424,NA > NA > NA > NA
868,169,Sub-Category,1016,39,Coursera,79.17371548246592,NA > NA > NA > NA
1004,169,Sub-Category,1016,28,edX,18.775984249077737,NA > NA > NA > NA
18,170,Sub-Category,1016,22,UpGrad,16.996182221919298,NA > NA > NA
42,170,Sub-Category,1016,21,edX,3.3165017142891884,NA > NA > NA
767,170,Sub-Category,1016,26,UpGrad,96.87258962076157,NA > NA > NA
1585,170,Sub-Category,1016,36,edX,93.40741448104382,NA > NA > NA
309,178,Sub-Category,1016,37,edX,76.39440929051489,NA > NA > NA > NA > NA
483,178,Sub-Category,1016,33,Coursera,42.58750104345381,NA > NA > NA > NA > NA
1055,183,Sub-Category,1016,37,edX,35.376285249367356,NA > NA > NA > NA
595,186,Sub-Category,1016,30,edX,72.14684521313757,NA > NA > NA > NA
804,187,Sub-Category,1016,24,Coursera,41.71070968732238,NA > NA > NA > NA > NA
997,187,Sub-Category,1016,31,UpGrad,80.38477620575577,NA > NA > NA > NA > NA
1053,187,Sub-Category,1016,22,edX,19.662744528613985,NA > NA > NA > NA > NA
514,188,Sub-Category,1016,40,UpGrad,26.66591329034418,NA > NA > NA > NA
1568,188,Sub-Category,1016,33,Coursera,96.98236894328147,NA > NA > NA > NA
251,194,Sub-Category,1016,32,edX,93.31806320697069,NA > NA > NA > NA
863,194,Sub-Category,1016,22,edX,21.667059930041432,NA > NA > NA > NA
1084,194,Sub-Category,1016,32,UpGrad,19.16474534664303,NA > NA > NA > NA
401,203,Sub-Category,1016,21,UpGrad,25.62131572049111,NA > NA > NA > NA
476,203,Sub-Category,1016,29,UpGrad,0.5024426151067019,NA > NA > NA > NA
1109,203,Sub-Category,1016,32,Coursera,93.52910106536001,NA > NA > NA > NA
1218,203,Sub-Category,1016,20,UpGrad,66.33203292731196,NA > NA > NA > NA
1406,203,Sub-Category,1016,37,edX,52.37453728914261,NA > NA > NA > NA
64,206,Sub-Category,1016,19,edX,75.55255899205804,NA > NA > NA > NA
414,206,Sub-Category,1016,30,edX,67.82415143679827,NA > NA > NA > NA
517,206,Sub-Category,1016,20,UpGrad,30.721551668830216,NA > NA > NA > NA
887,206,Sub-Category,1016,25,UpGrad,44.50279746670276,NA > NA > NA > NA
1477,206,Sub-Category,1016,35,edX,41.07161434367299,NA > NA > NA > NA
212,207,Sub-Category,1016,26,edX,13.664001133292913,NA > NA > NA
290,207,Sub-Category,1016,20,UpGrad,10.194336785934865,NA > NA > NA
407,207,Sub-Category,1016,38,UpGrad,49.623612011782825,NA > NA > NA
689,207,Sub-Category,1016,18,UpGrad,95.08877387270331,NA > NA > NA
770,207,Sub-Category,1016,38,UpGrad,48.96104517392814,NA > NA > NA
1013,207,Sub-Category,1016,35,UpGrad,73.89700326602906,NA > NA > NA
1508,209,Sub-Category,1016,35,UpGrad,32.253545126877725,NA > NA > NA > NA
692,213,Sub-Category,1016,25,edX,92.28864808101207,NA > NA > NA > NA
772,213,Sub-Category,1016,29,UpGrad,28.204164723865688,NA > NA > NA > NA
797,213,Sub-Category,1016,38,UpGrad,49.91766260936856,NA > NA > NA > NA
1016,213,Sub-Category,1016,21,edX,13.308775960467756,NA > NA > NA > NA
1455,213,Sub-Category,1016,20,UpGrad,39.12419849075377,NA > NA > NA > NA
1506,213,Sub-Category,1016,39,UpGrad,50.77244243584573,NA > NA > NA > NA
123,214,Sub-Category,1016,28,UpGrad,85.92806733213365,NA > NA > NA > NA
564,214,Sub-Category,1016,39,Coursera,62.284582550637424,NA > NA > NA > NA
783,216,Sub-Category,1016,35,edX,40.07203301880509,NA > NA > NA > NA
1494,216,Sub-Category,1016,25,edX,37.40257052704692,NA > NA > NA > NA
1612,216,Sub-Category,1016,32,UpGrad,81.4951020758599,NA > NA > NA > NA
634,226,Sub-Category,1016,35,edX,2.6163943810388446,NA > NA > NA > NA
677,226,Sub-Category,1016,29,edX,36.01609242614359,NA > NA > NA > NA
914,226,Sub-Category,1016,28,Coursera,17.53302903380245,NA > NA > NA > NA
1043,226,Sub-Category,1016,19,UpGrad,62.293775170110166,NA > NA > NA > NA
419,229,Sub-Category,1016,30,edX,6.346454285085201,NA > NA > NA > NA > NA
537,229,Sub-Category,1016,19,Coursera,72.37929694820195,NA > NA > NA > NA > NA
1598,229,Sub-Category,1016,37,edX,4.961274564266205,NA > NA > NA > NA > NA
824,232,Sub-Category,1016,37,UpGrad,82.29097456205636,NA > NA > NA > NA
1683,232,Sub-Category,1016,38,Coursera,75.96683748997748,NA > NA > NA > NA
1520,245,Sub-Category,1016,19,UpGrad,40.46055746730417,NA > NA > NA > NA
7,250,Sub-Category,1016,25,edX,27.9393392149359,NA > NA
74,250,Sub-Category,1016,25,Coursera,20.274278963916004,NA > NA
238,250,Sub-Category,1016,39,UpGrad,40.655252896249294,NA > NA
329,250,Sub-Category,1016,40,UpGrad,5.9752396075055,NA > NA
391,250,Sub-Category,1016,37,UpGrad,55.497439904138446,NA > NA
420,250,Sub-Category,1016,20,edX,2.706873882561922,NA > NA
457,250,Sub-Category,1016,39,UpGrad,38.427245733328164,NA > NA
463,250,Sub-Category,1016,18,edX,75.02053442876786,NA > NA
506,250,Sub-Category,1016,31,UpGrad,92.55618851166219,NA > NA
543,250,Sub-Category,1016,39,edX,60.75526506174356,NA > NA
546,250,Sub-Category,1016,35,UpGrad,75.58992272242904,NA > NA
583,250,Sub-Category,1016,25,UpGrad,80.66783531103283,NA > NA
642,250,Sub-Category,1016,40,UpGrad,2.9941243585199118,NA > NA
678,250,Sub-Category,1016,34,Coursera,21.52677623089403,NA > NA
724,250,Sub-Category,1016,39,UpGrad,54.990697465837,NA > NA
795,250,Sub-Category,1016,24,UpGrad,39.80686832219362,NA > NA
1027,250,Sub-Category,1016,29,Coursera,96.08522821217775,NA > NA
1086,250,Sub-Category,1016,37,UpGrad,18.796619400382042,NA > NA
1120,250,Sub-Category,1016,28,edX,14.33824272826314,NA > NA
1167,250,Sub-Category,1016,37,UpGrad,92.98067132476717,NA > NA
1190,250,Sub-Category,1016,32,Coursera,80.77559939119965,NA > NA
1252,250,Sub-Category,1016,20,edX,82.7673067105934,NA > NA
1335,250,Sub-Category,1016,40,Coursera,13.88659339863807,NA > NA
1402,250,Sub-Category,1016,20,UpGrad,74.95381359476596,NA > NA
1420,250,Sub-Category,1016,28,UpGrad,28.832624130882323,NA > NA
1485,250,Sub-Category,1016,40,edX,45.375725883059204,NA > NA
1561,250,Sub-Category,1016,33,Coursera,99.74942512344569,NA > NA
1613,250,Sub-Category,1016,23,edX,16.796108684502542,NA > NA
1629,250,Sub-Category,1016,34,UpGrad,8.869386906735599,NA > NA
1669,250,Sub-Category,1016,32,Coursera,32.45806728955358,NA > NA
1695,250,Sub-Category,1016,37,edX,68.13602226320654,NA > NA
573,252,Sub-Category,1016,25,UpGrad,11.71196661889553,NA > NA > NA > NA
757,252,Sub-Category,1016,27,Coursera,19.637942011468112,NA > NA > NA > NA
1022,252,Sub-Category,1016,34,edX,19.805839052423835,NA > NA > NA > NA
1303,252,Sub-Category,1016,23,Coursera,79.27103054244071,NA > NA > NA > NA
1322,252,Sub-Category,1016,30,Coursera,16.67385611217469,NA > NA > NA > NA
1331,252,Sub-Category,1016,23,Coursera,92.36765904352069,NA > NA > NA > NA
1238,265,Sub-Category,1016,27,edX,38.184038922190666,NA > NA > NA > NA
1516,265,Sub-Category,1016,23,UpGrad,90.84411466028541,NA > NA > NA > NA
1523,265,Sub-Category,1016,35,UpGrad,25.626710848882794,NA > NA > NA > NA
338,275,Sub-Category,1016,20,edX,32.36074480228126,NA > NA > NA > NA
970,275,Sub-Category,1016,28,edX,5.563924950547516,NA > NA > NA > NA
265,287,Sub-Category,1016,21,UpGrad,34.05562876723707,NA > NA > NA
339,287,Sub-Category,1016,30,Coursera,26.422765292227268,NA > NA > NA
747,287,Sub-Category,1016,26,Coursera,82.70700369030237,NA > NA > NA
1088,287,Sub-Category,1016,36,UpGrad,65.66744847223163,NA > NA > NA
1481,287,Sub-Category,1016,32,UpGrad,34.24513356294483,NA > NA > NA
65,293,Sub-Category,1016,34,UpGrad,7.023677788674831,NA > NA > NA
209,293,Sub-Category,1016,22,UpGrad,22.938149282708764,NA > NA > NA
828,293,Sub-Category,1016,38,Coursera,24.419224984012544,NA > NA > NA
1066,293,Sub-Category,1016,32,Coursera,81.01646672002971,NA > NA > NA
1134,293,Sub-Category,1016,34,Coursera,12.31139691080898,NA > NA > NA
1266,293,Sub-Category,1016,32,edX,54.42119564395398,NA > NA > NA
1445,293,Sub-Category,1016,35,Coursera,39.70253684092313,NA > NA > NA
1560,293,Sub-Category,1016,23,UpGrad,74.30635693017393,NA > NA > NA
318,305,Sub-Category,1016,20,UpGrad,6.999859749339521,NA > NA > NA > NA
720,305,Sub-Category,1016,31,UpGrad,57.71917402744293,NA > NA > NA > NA
2,312,Sub-Category,1016,21,UpGrad,72.80446626245975,NA > NA > NA
50,312,Sub-Category,1016,26,UpGrad,90.96184771042317,NA > NA > NA
101,312,Sub-Category,1016,33,UpGrad,16.55980469658971,NA > NA > NA
127,312,Sub-Category,1016,25,edX,27.388581773266196,NA > NA > NA
257,312,Sub-Category,1016,40,UpGrad,20.57368045207113,NA > NA > NA
297,312,Sub-Category,1016,20,edX,55.885404627770185,NA > NA > NA
438,312,Sub-Category,1016,22,edX,25.18099865410477,NA > NA > NA
607,312,Sub-Category,1016,36,Coursera,68.88038832694292,NA > NA > NA
622,312,Sub-Category,1016,18,UpGrad,92.22871433012187,NA > NA > NA
1186,312,Sub-Category,1016,34,UpGrad,21.81114237755537,NA > NA > NA
1251,312,Sub-Category,1016,19,UpGrad,4.047502530738711,NA > NA > NA
1277,312,Sub-Category,1016,18,edX,86.55502723995596,NA > NA > NA
1281,312,Sub-Category,1016,37,edX,97.43993075098842,NA > NA > NA
1355,312,Sub-Category,1016,27,edX,45.086181187070906,NA > NA > NA
1433,312,Sub-Category,1016,27,Coursera,66.6833637515083,NA > NA > NA
559,313,Sub-Category,1016,25,Coursera,48.66547523997724,NA > NA > NA
560,313,Sub-Category,1016,18,Coursera,92.53084149677306,NA > NA > NA
1436,313,Sub-Category,1016,32,edX,1.8633901607245207,NA > NA > NA
57,314,Sub-Category,1016,20,UpGrad,86.4075972000137,NA > NA > NA > NA
288,314,Sub-Category,1016,37,Coursera,81.78854547441006,NA > NA > NA > NA
317,314,Sub-Category,1016,20,Coursera,40.0451039429754,NA > NA > NA > NA
234,322,Sub-Category,1016,31,UpGrad,90.49506362061948,NA > NA > NA > NA
266,322,Sub-Category,1016,28,edX,16.78802107926458,NA > NA > NA > NA
382,322,Sub-Category,1016,36,edX,77.16353107243776,NA > NA > NA > NA
753,322,Sub-Category,1016,33,Coursera,45.1014494523406,NA > NA > NA > NA
935,322,Sub-Category,1016,23,edX,81.60556477960199,NA > NA > NA > NA
1378,322,Sub-Category,1016,29,UpGrad,45.09809629525989,NA > NA > NA > NA
1558,323,Sub-Category,1016,24,edX,87.08292494993657,NA > NA > NA > NA
379,334,Sub-Category,1016,18,edX,91.73900638706982,NA > NA > NA > NA > NA
